latitude,longitude,public_positional_accuracy,scientific_name,common_name
37.8128512949,-122.3652096001,10,Juncus patens,Spreading Rush
37.813093951,-122.3652293814,10,Juncus patens,Spreading Rush
37.81309266,-122.36949141,25,Pentagramma triangularis,goldback fern
37.8130340623,-122.365277242,10,Melica imperfecta,smallflower melicgrass
37.81309952,-122.36954303,15,Salix lasiolepis,Arroyo Willow
37.8096622116,-122.3706459818,8,Phacelia distans,distant phacelia
37.81097334,-122.37147347,13,Eschscholzia californica,California poppy
37.813205,-122.370545,5,Eschscholzia californica,California poppy
37.8131553904,-122.3631398567,10,Rubus ursinus,trailing blackberry
37.8123854706,-122.3666955439,10,Rubus ursinus,trailing blackberry
37.8130716667,-122.3704383333,5,Pholistoma auritum,Fiesta Flower
37.8109034,-122.37150738,10,Aesculus californica,California buckeye
37.813105,-122.3700866667,5,Pseudognaphalium californicum,California cudweed
37.8120426927,-122.3659530749,10,Sambucus cerulea,blue elder
37.8120931937,-122.3660283444,30,Sambucus cerulea,blue elder
37.81261982,-122.36859457,6,Dudleya farinosa,Bluff Lettuce
37.8136033333,-122.3704616667,5,Baccharis pilularis,coyote brush
37.81136942,-122.37162365,9,Hesperocyparis macrocarpa,Monterey Cypress
37.81155837,-122.37154601,18,Lupinus arboreus,coastal bush lupine
37.8121963749,-122.3659989239,10,Corylus cornuta californica,California hazelnut
37.81258367,-122.36824181,9,Salix lasiolepis,Arroyo Willow
37.812634497,-122.3678100855,10,Salix lasiolepis,Arroyo Willow
37.8120037,-122.37141178,10,Salix lasiolepis,Arroyo Willow
37.8116463125,-122.3660176155,10,Leymus triticoides,Creeping wild rye
37.81443,-122.3707583333,5,Dipterostemon capitatus,Blue Dicks
37.8127301764,-122.3687271496,5,Scrophularia californica,California beeplant
37.8128077509,-122.3690941093,5,Phacelia malvifolia,stinging phacelia
37.8087783204,-122.3702554721,48,Dudleya farinosa,Bluff Lettuce
37.8112937278,-122.367759375,10,Rhus integrifolia,lemonade berry
37.8119351529,-122.3695529347,10,Pholistoma auritum,Fiesta Flower
37.8009317421,-122.4710583687,43,Achillea millefolium,common yarrow
37.8120764299,-122.3694873882,10,Pholistoma auritum,Fiesta Flower
37.8119931557,-122.3695409485,5,Phacelia malvifolia,stinging phacelia
37.8117442131,-122.3692444806,10,Scrophularia californica,California beeplant
37.8120660363,-122.3689670396,10,Pteridium aquilinum,common bracken
37.8120903019,-122.3695894798,5,Pholistoma auritum,Fiesta Flower
37.8120315029,-122.3695581314,10,Corylus cornuta californica,California hazelnut
37.812031922,-122.3695915752,10,Pholistoma auritum,Fiesta Flower
37.8121846402,-122.3702614569,10,Hesperocyparis macrocarpa,Monterey Cypress
37.8133433964,-122.3711326719,10,Artemisia californica,California sagebrush
37.8131399677,-122.3712365237,5,Artemisia californica,California sagebrush
37.8124198364,-122.3701927253,5,Lupinus arboreus,coastal bush lupine
37.81318863,-122.36513299,9,Dudleya farinosa,Bluff Lettuce
37.81264058,-122.36936525,9,Scrophularia californica,California beeplant
37.81261595,-122.36947017,9,Lathyrus vestitus,Pacific pea
37.81453211,-122.37077593,31,Dipterostemon capitatus,Blue Dicks
37.814657637,-122.3711366114,5,Lupinus arboreus,coastal bush lupine
37.8146430105,-122.3711345998,5,Lupinus arboreus,coastal bush lupine
37.81210917,-122.36959291,13,Pholistoma auritum,Fiesta Flower
37.7954166667,-122.4586716667,10,Ribes sanguineum glutinosum,blood currant
37.79784637,-122.46872955,12,Claytonia perfoliata,miner's lettuce
37.813907289,-122.359366743,5,Dipterostemon capitatus,Blue Dicks
37.813928579,-122.3593577744,10,Achillea millefolium,common yarrow
37.814924852,-122.3597112392,10,Polypodium californicum,California Polypody
37.8145386558,-122.3595078104,10,Claytonia perfoliata,miner's lettuce
37.8141386295,-122.3598831521,30,Dudleya farinosa,Bluff Lettuce
37.8146297671,-122.3597825692,10,Eriophyllum staechadifolium,seaside woolly sunflower
37.8146297671,-122.3597825692,5,Polypodium californicum,California Polypody
37.8153495,-122.37130636,14,Matricaria discoidea,pineapple-weed
37.8149548592,-122.359363055,5,Lathyrus vestitus,Pacific pea
37.7837922424,-122.4728460611,10,Claytonia perfoliata,miner's lettuce
37.81473545,-122.37109995,10,Eriophyllum staechadifolium,seaside woolly sunflower
37.81468603,-122.37106422,6,Lupinus arboreus,coastal bush lupine
37.81430334,-122.37090502,12,Pseudognaphalium stramineum,cottonbatting plant
37.81418755,-122.3710879,8,Erigeron glaucus,seaside daisy
37.81363511,-122.37054414,10,Baccharis pilularis,coyote brush
37.8108866667,-122.3722383333,10,Lathyrus vestitus,Pacific pea
37.8128620657,-122.3629057502,30,Rubus ursinus,trailing blackberry
37.8124716667,-122.3700866667,5,Lupinus arboreus,coastal bush lupine
37.812125,-122.36953,5,Claytonia perfoliata,miner's lettuce
37.8129978944,-122.36957917,10,Salix lasiolepis,Arroyo Willow
37.8135100287,-122.3631644995,10,Claytonia perfoliata,miner's lettuce
37.8126133333,-122.368575,5,Mastocarpus papillatus,Turkish washcloth
37.8123861412,-122.3693720532,10,Lathyrus vestitus,Pacific pea
37.7872366667,-122.4715366667,10,Scrophularia californica,California beeplant
37.7869360848,-122.5018559118,10,Lonicera involucrata,twinberry honeysuckle
37.7873265976,-122.5016482921,10,Heracleum maximum,common cowparsnip
37.7872591233,-122.4713253324,10,Scrophularia californica,California beeplant
37.7873222391,-122.501662206,10,Claytonia perfoliata,miner's lettuce
37.7871117276,-122.5012663287,5,Symphoricarpos albus,Common Snowberry
37.7879022668,-122.4688984362,10,Iris douglasiana,Douglas iris
37.7868147148,-122.5008922444,5,Aesculus californica,California buckeye
37.7866338333,-122.5008935017,5,Heteromeles arbutifolia,Toyon
37.7867601067,-122.500887802,10,Clinopodium douglasii,yerba buena
37.7866180335,-122.5007360057,10,Polystichum munitum,western sword fern
37.7888329933,-122.4639485871,10,Rubus ursinus,trailing blackberry
37.8130417737,-122.3704785482,5,Aesculus californica,California buckeye
37.812545,-122.3701783333,0,Lupinus arboreus,coastal bush lupine
37.8125116667,-122.3702,0,Eschscholzia californica,California poppy
37.7880333333,-122.4689033333,10,Iris douglasiana,Douglas iris
37.7865436441,-122.4772043993,10,Blitum californicum,California Goosefoot
37.7864377806,-122.4771719613,10,Ribes sanguineum,Red-flowering Currant
37.79383,-122.45768,10,Rubus ursinus,trailing blackberry
37.8119506594,-122.3696651683,5,Sanicula crassicaulis,Pacific Sanicle
37.8119728714,-122.3695722129,10,Pholistoma auritum,Fiesta Flower
37.8121033333,-122.3693616667,0,Corylus cornuta californica,California hazelnut
37.8120583333,-122.3694216667,0,Quercus agrifolia,coast live oak
37.8119783333,-122.3695966667,0,Sanicula crassicaulis,Pacific Sanicle
37.81195,-122.3695366667,0,Pholistoma auritum,Fiesta Flower
37.8126633333,-122.36947,0,Lathyrus vestitus,Pacific pea
37.812655,-122.3693466667,0,Polypodium californicum,California Polypody
37.8128366667,-122.3692783333,0,Phacelia malvifolia,stinging phacelia
37.8129283333,-122.369195,0,Scrophularia californica,California beeplant
37.81265,-122.3687283333,0,Ulva lactuca,Broadleaf Sea Lettuce
37.8126366667,-122.3688133333,0,Scrophularia californica,California beeplant
37.8127116667,-122.36902,0,Claytonia perfoliata,miner's lettuce
37.8128083333,-122.3691783333,0,Toxicodendron diversilobum,Pacific poison oak
37.7890133333,-122.4702916667,10,Heracleum maximum,common cowparsnip
37.7931833333,-122.4572833333,10,Toxicodendron diversilobum,Pacific poison oak
37.7864833333,-122.474425,10,Sisyrinchium bellum,western blue-eyed grass
37.7873036312,-122.4749941753,10,Achillea millefolium,common yarrow
37.7873156174,-122.4749950134,10,Heteromeles arbutifolia,Toyon
37.7880866667,-122.4757216667,10,Achillea millefolium,common yarrow
37.78742,-122.475145,10,Lonicera involucrata,twinberry honeysuckle
37.7594836,-122.45691021,6,Osmorhiza berteroi,mountain sweet cicely
37.8120116667,-122.369605,10,Pholistoma auritum,Fiesta Flower
37.81195,-122.3695833333,10,Quercus agrifolia,coast live oak
37.8121333333,-122.3695,10,Phacelia malvifolia,stinging phacelia
37.81215,-122.3695366667,5,Corylus cornuta californica,California hazelnut
37.812175,-122.3695216667,10,Polypodium californicum,California Polypody
37.81247,-122.369545,5,Marah fabacea,California manroot
37.8125416667,-122.3695916667,5,Claytonia parviflora parviflora,Little-flower Springbeauty
37.8126333333,-122.3696966667,5,Dryopteris arguta,coastal woodfern
37.8126216667,-122.369705,10,Quercus agrifolia,coast live oak
37.81258,-122.3695616667,5,Lathyrus vestitus,Pacific pea
37.8127666667,-122.3693466667,5,Phacelia malvifolia,stinging phacelia
37.8127583333,-122.3693,10,Scrophularia californica,California beeplant
37.8122133333,-122.3670666667,10,Equisetum telmateia braunii,Braun's Giant Horsetail
37.812225,-122.3669366667,10,Equisetum telmateia braunii,Braun's Giant Horsetail
37.812605,-122.368575,10,Dudleya farinosa,Bluff Lettuce
37.812675,-122.3686533333,10,Endocladia muricata,Scouring-pad alga
37.8128916667,-122.3693783333,10,Salix lasiolepis,Arroyo Willow
37.8131466667,-122.369705,10,Heteromeles arbutifolia,Toyon
37.8133966667,-122.36995,5,Lathyrus vestitus,Pacific pea
37.8133883333,-122.36992,10,Toxicodendron diversilobum,Pacific poison oak
37.8134166667,-122.3699033333,10,Ambrosia chamissonis,silver beachweed
37.8135116667,-122.3700416667,5,Rubus ursinus,trailing blackberry
37.8135216667,-122.370025,5,Ambrosia chamissonis,silver beachweed
37.8137366667,-122.3700416667,5,Pentagramma triangularis,goldback fern
37.8135633333,-122.3701033333,5,Polypodium californicum,California Polypody
37.8135216667,-122.3704133333,5,Trifolium willdenovii,tomcat clover
37.8135,-122.37043,10,Lupinus bicolor,Miniature Lupine
37.8135833333,-122.3705583333,5,Claytonia perfoliata,miner's lettuce
37.8142383333,-122.37062,30,Eschscholzia californica,California poppy
37.7354868,-122.39522887,13,Sisyrinchium bellum,western blue-eyed grass
37.73542727,-122.3951303,13,Sidalcea malviflora laciniata,geranium-leaved checkerbloom
37.73545271,-122.39504839,13,Trifolium willdenovii,tomcat clover
37.71863,-122.5010083333,5,Linaria texana,Texas toadflax
37.7569051925,-122.4573794381,30,Toxicodendron diversilobum,Pacific poison oak
37.7570838528,-122.4565201254,10,Claytonia perfoliata,miner's lettuce
37.7570400155,-122.4557074999,10,Polystichum munitum,western sword fern
37.7571586194,-122.4554400333,10,Scrophularia californica,California beeplant
37.75792754,-122.45797836,9,Achillea millefolium,common yarrow
37.80429456,-122.43028838,14,Ceanothus thyrsiflorus,blueblossom
37.77020818,-122.46281364,10,Artemisia californica,California sagebrush
37.7203083333,-122.4130066667,3,Eschscholzia californica,California poppy
37.72086,-122.4165416667,9,Claytonia perfoliata,miner's lettuce
37.7208,-122.4170916667,6,Ceanothus thyrsiflorus,blueblossom
37.7385133333,-122.37658,5,Layia chrysanthemoides,smooth tidytips
37.7397616667,-122.3755716667,5,Achillea millefolium,common yarrow
37.75812189,-122.4572909,9,Baccharis pilularis,coyote brush
37.7178966667,-122.4126183333,4,Salvia spathacea,Hummingbird Sage
37.75821455,-122.45748025,7,Artemisia californica,California sagebrush
37.7395581315,-122.3753151578,5,Diplacus aurantiacus,orange bush monkeyflower
37.7393029025,-122.3740297091,5,Eschscholzia californica,California poppy
37.7378059365,-122.3705872615,5,Cuscuta pacifica,Pacific goldenthread
37.8045985988,-122.4543196243,5,Castilleja affinis,Coast Paintbrush
37.8045599582,-122.4543697481,5,Castilleja affinis,Coast Paintbrush
37.8045481397,-122.4542116654,5,Castilleja affinis,Coast Paintbrush
37.8045191802,-122.4543242344,5,Castilleja affinis,Coast Paintbrush
37.8044788214,-122.4544015155,5,Castilleja affinis,Coast Paintbrush
37.7655997826,-122.4565093127,10,Fragaria chiloensis,beach strawberry
37.7655586275,-122.4564478734,10,Salvia spathacea,Hummingbird Sage
37.7652131673,-122.4562742003,10,Horkelia californica,California horkelia
37.7651632112,-122.4563566783,30,Cornus sericea,red osier dogwood
37.7655892633,-122.4560252578,5,Athyrium filix-femina,lady fern
37.7649241593,-122.4558680133,10,Phacelia californica,California phacelia
37.7648897516,-122.455840856,10,Anaphalis margaritacea,pearly everlasting
37.7658477193,-122.4576823601,5,Koeleria macrantha,Prairie Junegrass
37.7658345597,-122.4574781769,5,Phacelia distans,distant phacelia
37.7659237851,-122.4570802042,5,Diplacus aurantiacus,orange bush monkeyflower
37.7590840264,-122.459069146,10,Dicentra formosa,Pacific Bleeding Heart
37.7591149975,-122.4549232052,10,Toxicodendron diversilobum,Pacific poison oak
37.7591603017,-122.4550238718,10,Phacelia malvifolia,stinging phacelia
37.7592741279,-122.4549190142,5,Phacelia malvifolia,stinging phacelia
37.7592115989,-122.4549313356,10,Scrophularia californica,California beeplant
37.7592916461,-122.4550526218,5,Oemleria cerasiformis,Osoberry
37.7592390078,-122.4554883131,30,Claytonia perfoliata,miner's lettuce
37.7594366111,-122.455378594,5,Claytonia perfoliata,miner's lettuce
37.7592741279,-122.4563542475,30,Tellima grandiflora,fringe cups
37.7594168298,-122.4566979894,5,Sambucus racemosa,red-berried elder
37.7595908381,-122.4565938861,5,Sanicula crassicaulis,Pacific Sanicle
37.7595032053,-122.4563431834,5,Pentagramma triangularis,goldback fern
37.7593997307,-122.4566963968,10,Polystichum munitum,western sword fern
37.7594794846,-122.4567200338,10,Sambucus racemosa,red-berried elder
37.7595396666,-122.4563891162,10,Pentagramma triangularis,goldback fern
37.7608575533,-122.4568688964,10,Aristolochia californica,California Dutchman's Pipe
37.7607682441,-122.4568925333,5,Aristolochia californica,California Dutchman's Pipe
37.7609056235,-122.4571079483,5,Lathyrus vestitus,Pacific pea
37.760671014,-122.4568981492,10,Aristolochia californica,California Dutchman's Pipe
37.7608387359,-122.4578206615,10,Maianthemum stellatum,star-flowered lily-of-the-valley
37.7597147227,-122.4591409789,10,Lonicera involucrata,twinberry honeysuckle
37.7596857213,-122.4590911904,30,Lonicera involucrata,twinberry honeysuckle
37.7590088407,-122.4589166791,30,Hieracium albiflorum,white hawkweed
37.7594850166,-122.4590927829,10,Hieracium albiflorum,white hawkweed
37.7583991411,-122.458841242,30,Prosartes hookeri,Hooker's fairybells
37.7584998077,-122.4587183633,10,Dicentra formosa,Pacific Bleeding Heart
37.7569784504,-122.4590528851,10,Polypodium scouleri,leathery polypody
37.7573456196,-122.4586415851,10,Ribes sanguineum,Red-flowering Currant
37.7574438556,-122.4586023578,30,Ribes sanguineum,Red-flowering Currant
37.7574107889,-122.4586270844,10,Ribes sanguineum,Red-flowering Currant
37.7575924248,-122.4585201313,10,Rubus parviflorus,thimbleberry
37.7578805946,-122.4584187941,30,Rubus parviflorus,thimbleberry
37.7578050318,-122.4582815823,10,Heracleum maximum,common cowparsnip
37.7577440115,-122.458001962,10,Sidalcea malviflora,checkerbloom
37.7578152996,-122.4580801652,10,Eschscholzia californica,California poppy
37.7580001206,-122.4580550195,10,Achillea millefolium,common yarrow
37.75809207,-122.4579370023,10,Marah fabacea,California manroot
37.7581473068,-122.4578833581,10,Heracleum maximum,common cowparsnip
37.7581139887,-122.4579334819,10,Marah fabacea,California manroot
37.7581964666,-122.4576782529,10,Aesculus californica,California buckeye
37.7581657889,-122.457755115,10,Aesculus californica,California buckeye
37.7581594186,-122.4573124667,10,Artemisia californica,California sagebrush
37.7581724944,-122.457643468,10,Artemisia californica,California sagebrush
37.7582459199,-122.4572287315,10,Sisyrinchium bellum,western blue-eyed grass
37.80134648,-122.47202677,7,Eschscholzia californica,California poppy
37.80140715,-122.47315594,7,Fragaria chiloensis,beach strawberry
37.80123637,-122.47331987,12,Rubus ursinus,trailing blackberry
37.7579618153,-122.4577017223,10,Artemisia douglasiana,California mugwort
37.757960097,-122.4576363434,10,Artemisia douglasiana,California mugwort
37.7573011956,-122.4565191196,10,Prunus ilicifolia,hollyleaf cherry
37.7805950493,-122.5117199869,10,Artemisia pycnocephala,coastal sagewort
37.7803359228,-122.5127340296,5,Polygonum paronychia,beach knotweed
37.7808688023,-122.5136186556,5,Plantago maritima,Sea Plantain
37.7803958534,-122.5125892741,5,Tanacetum bipinnatum,dune tansy
37.7805976058,-122.5123426785,5,Camissoniopsis cheiranthifolia,beach suncup
37.7862551809,-122.4768172392,10,Quercus agrifolia,coast live oak
37.7384917019,-122.3745078129,5,Artemisia californica,California sagebrush
37.7972633333,-122.4586416667,10,Diplacus aurantiacus,orange bush monkeyflower
37.7385343658,-122.3743195554,5,Frangula californica,coffeeberry
37.7912166667,-122.4764866667,10,Claytonia perfoliata,miner's lettuce
37.79157,-122.4760133333,10,Achillea millefolium,common yarrow
37.7804826061,-122.5124973246,5,Lupinus chamissonis,Chamisso Bush Lupine
37.7386366667,-122.3749083333,8,Eschscholzia californica,California poppy
37.79062,-122.4754116667,10,Turritis glabra,Tower Mustard
37.7476940677,-122.4054767658,10,Claytonia perfoliata,miner's lettuce
37.7879833333,-122.4783166667,10,Amsinckia spectabilis spectabilis,seaside fiddleneck
37.7874390828,-122.4988281169,10,Trifolium wormskioldii,springbank clover
37.787602027,-122.5017118269,10,Sanicula arctopoides,Footsteps of spring
37.7866538242,-122.5043354464,30,Chlorogalum pomeridianum,wavy-leafed soap plant
37.7845083333,-122.5069366667,5,Arbutus menziesii,Pacific madrone
37.7673617006,-122.4001324644,10,Diplacus aurantiacus,orange bush monkeyflower
37.7690097998,-122.465582977,8,Achillea millefolium,common yarrow
37.7864705539,-122.4772287906,10,Acer negundo,boxelder
37.7897916667,-122.47148,10,Toxicodendron diversilobum,Pacific poison oak
37.7896116667,-122.47518,10,Toxicodendron diversilobum,Pacific poison oak
37.7898416667,-122.474005,10,Scrophularia californica,California beeplant
37.79015,-122.4720783333,10,Lupinus arboreus,coastal bush lupine
37.7898333333,-122.4719466667,10,Claytonia perfoliata,miner's lettuce
37.789295,-122.4701783333,10,Iris douglasiana,Douglas iris
37.7890666667,-122.4703366667,10,Diplacus aurantiacus,orange bush monkeyflower
37.78817,-122.4693666667,10,Iris douglasiana,Douglas iris
37.7879783333,-122.46907,10,Fragaria chiloensis,beach strawberry
37.7875166667,-122.47,10,Rubus ursinus,trailing blackberry
37.729245,-122.5045916667,5,Artemisia pycnocephala,coastal sagewort
37.7924166667,-122.4577116667,10,Layia platyglossa,tidy tips
37.7955083333,-122.45928,30,Toxicodendron diversilobum,Pacific poison oak
37.7662565047,-122.4749778305,10,Claytonia perfoliata,miner's lettuce
37.7294416667,-122.5052116667,5,Fragaria chiloensis,beach strawberry
37.7293333333,-122.505255,5,Camissoniopsis cheiranthifolia,beach suncup
37.7293883333,-122.5053033333,5,Acmispon glaber,deerweed
37.7293283333,-122.5053466667,5,Erigeron glaucus,seaside daisy
37.729305,-122.5053466667,5,Baccharis pilularis,coyote brush
37.7292716667,-122.505395,5,Acmispon strigosus,strigose lotus
37.729345,-122.505805,5,Lupinus arboreus,coastal bush lupine
37.7296416667,-122.5055616667,5,Ericameria ericoides,California Goldenbush
37.7734221518,-122.4608989992,10,Quercus agrifolia,coast live oak
37.7921133333,-122.458855,10,Frangula californica,coffeeberry
37.742755,-122.4447333333,10,Plantago erecta,dot-seed plantain
37.7410219889,-122.4443643541,10,Scirpus microcarpus,Panicled Bulrush
37.79995,-122.453955,10,Dichondra donelliana,California ponysfoot
37.771175,-122.4571083333,48,Hesperocyparis macrocarpa,Monterey Cypress
37.7427559113,-122.4159052783,10,Eschscholzia californica,California poppy
37.7894466667,-122.4746633333,10,Artemisia pycnocephala,coastal sagewort
37.7269383333,-122.49337,10,Achillea millefolium,common yarrow
37.7320333333,-122.4934916667,10,Eschscholzia californica,California poppy
37.7321033333,-122.4934833333,10,Layia platyglossa,tidy tips
37.79949631,-122.47288564,6,Eschscholzia californica,California poppy
37.79900419,-122.47282095,4,Rubus ursinus,trailing blackberry
37.79907723,-122.47299257,6,Sambucus racemosa,red-berried elder
37.7926480584,-122.4553238602,10,Ribes sanguineum,Red-flowering Currant
37.7629509336,-122.4101479166,10,Diplacus aurantiacus,orange bush monkeyflower
37.71165531,-122.42519467,9,Sanicula bipinnatifida,Purple Sanicle
37.71138048,-122.42449761,9,Sidalcea malviflora,checkerbloom
37.79616114,-122.46507649,31,Eschscholzia californica,California poppy
37.791855,-122.4578783333,10,Lasthenia californica,California goldfields
37.791855,-122.45787,10,Eschscholzia californica,California poppy
37.792175,-122.4577333333,10,Layia platyglossa,tidy tips
37.7924333333,-122.457725,10,Sisyrinchium bellum,western blue-eyed grass
37.7933583333,-122.457825,10,Lupinus arboreus,coastal bush lupine
37.7920333333,-122.4565116667,10,Erythranthe guttata,seep monkeyflower
37.7920583333,-122.45852,10,Taraxia ovata,Sun Cup
37.75863023,-122.46150867,9,Calystegia purpurata purpurata,Pacific false bindweed
37.7380375704,-122.453338774,10,Sambucus racemosa,red-berried elder
37.7382665221,-122.4528686331,10,Eschscholzia californica,California poppy
37.7385416581,-122.4528781046,5,Matricaria discoidea,pineapple-weed
37.7392658964,-122.4528773503,10,Vaccinium ovatum,Evergreen Huckleberry
37.7391772856,-122.4528423572,32,Vaccinium ovatum,Evergreen Huckleberry
37.7532211585,-122.4307223876,24,Eschscholzia californica,California poppy
37.7984457323,-122.4782546504,24,Scrophularia californica,California beeplant
37.7983477762,-122.4784477646,24,Lonicera involucrata,twinberry honeysuckle
37.7800480044,-122.5099781436,10,Fragaria chiloensis,beach strawberry
37.7386544785,-122.4532116206,10,Sidalcea malviflora,checkerbloom
37.7387251798,-122.4533246086,10,Claytonia perfoliata,miner's lettuce
37.7386738826,-122.4532237743,30,Geranium,geraniums and cranesbills
37.7392497193,-122.4536623155,10,Polystichum munitum,western sword fern
37.7397317626,-122.4533757382,10,Symphoricarpos albus,Common Snowberry
37.7400179627,-122.4535665103,10,Heracleum maximum,common cowparsnip
37.76993478,-122.47035336,7,Fragaria vesca,woodland strawberry
37.7398673818,-122.4531348423,10,Lonicera involucrata,twinberry honeysuckle
37.7398999036,-122.4532099442,10,Frangula californica,coffeeberry
37.7399297851,-122.4532970322,10,Oemleria cerasiformis,Osoberry
37.7399340598,-122.4532069267,10,Maianthemum stellatum,star-flowered lily-of-the-valley
37.739286013,-122.4520627131,10,Chlorogalum pomeridianum,wavy-leafed soap plant
37.7367719449,-122.4536678476,10,Ceanothus thyrsiflorus,blueblossom
37.8051173986,-122.4598842833,16,Camissoniopsis cheiranthifolia,beach suncup
37.805091177,-122.4598275971,16,Ambrosia chamissonis,silver beachweed
37.77028815,-122.46968791,9,Iris douglasiana,Douglas iris
37.8052675166,-122.4578146265,10,Abronia umbellata,Pink Sand Verbena
37.8090128443,-122.4743351062,10,Erythranthe guttata,seep monkeyflower
37.70902,-122.4872966667,4,Artemisia californica,California sagebrush
37.7193133333,-122.4177633333,12,Matricaria discoidea,pineapple-weed
37.7648966667,-122.5104,5,Tanacetum bipinnatum,dune tansy
37.8094638889,-122.4763638889,5,Ceanothus thyrsiflorus,blueblossom
37.8096472222,-122.476325,5,Erigeron glaucus,seaside daisy
37.7648966667,-122.5104,5,Tanacetum bipinnatum,dune tansy
37.7650533333,-122.5100033333,5,Claytonia perfoliata,miner's lettuce
37.7206607117,-122.5044019987,5,Armeria maritima californica,California Thrift
37.7207451593,-122.5046002307,5,Abronia latifolia,Yellow Sand Verbena
37.7211303916,-122.5045081974,5,Polygonum paronychia,beach knotweed
37.7211669786,-122.5044128114,5,Camissoniopsis cheiranthifolia,beach suncup
37.7211357141,-122.5045504422,5,Erigeron glaucus,seaside daisy
37.7213189844,-122.5045722352,5,Pseudognaphalium stramineum,cottonbatting plant
37.7214561543,-122.5043414814,5,Blitum californicum,California Goosefoot
37.7215358243,-122.5042502863,5,Lupinus chamissonis,Chamisso Bush Lupine
37.7211839101,-122.5039232244,5,Artemisia pycnocephala,coastal sagewort
37.7212072537,-122.5040121564,5,Castilleja affinis,Coast Paintbrush
37.7209452354,-122.5039278344,5,Acaena pinnatifida californica,California sheepburr
37.79383712,-122.48015722,4,Pterostegia drymarioides,Fairy Mist
37.792605,-122.4552216667,10,Sambucus racemosa,red-berried elder
37.7927383333,-122.454825,10,Sisyrinchium bellum,western blue-eyed grass
37.7931533333,-122.454445,30,Rubus ursinus,trailing blackberry
37.7926166667,-122.4547283333,10,Salix lasiolepis,Arroyo Willow
37.7926833333,-122.454475,10,Diplacus aurantiacus,orange bush monkeyflower
37.7919916667,-122.456475,28359,Erythranthe guttata,seep monkeyflower
37.746206,-122.4138558,20,Nemophila heterophylla,White nemophila
37.793575,-122.4537366667,10,Trifolium wormskioldii,springbank clover
37.7393,-122.4528416667,10,Viola pedunculata,California Golden Violet
37.7386166667,-122.4529533333,0,Sisyrinchium bellum,western blue-eyed grass
37.7386366667,-122.4529616667,0,Sidalcea malviflora,checkerbloom
37.81240468,-122.3658014,9,Pholistoma auritum,Fiesta Flower
37.7860533333,-122.5076916667,5,Armeria maritima,Sea Thrift
37.7845783333,-122.5070883333,10,Heracleum maximum,common cowparsnip
37.7845916667,-122.5067133333,10,Toxicodendron diversilobum,Pacific poison oak
37.7857583333,-122.50408,10,Marah fabacea,California manroot
37.7902216667,-122.4733116667,10,Phacelia malvifolia,stinging phacelia
37.7956666667,-122.47747,16,Ceanothus thyrsiflorus,blueblossom
37.78753211,-122.47298371,7,Frangula californica,coffeeberry
37.78746732,-122.47302092,9,Diplacus aurantiacus,orange bush monkeyflower
37.7874179,-122.4730705,23,Juncus patens,Spreading Rush
37.7876448,-122.473064,20,Salix lasiolepis,Arroyo Willow
37.78743048,-122.473168,10,Ceanothus thyrsiflorus,blueblossom
37.78742415,-122.47297494,9,Heteromeles arbutifolia,Toyon
37.78740373,-122.47284703,9,Artemisia californica,California sagebrush
37.7420021358,-122.4439932556,4,Eschscholzia californica,California poppy
37.7419465465,-122.4430044451,6,Equisetum telmateia,great horsetail
37.7400815212,-122.441927425,6,Claytonia perfoliata,miner's lettuce
37.7805578756,-122.5109175035,5,Artemisia pycnocephala,coastal sagewort
37.76094415,-122.51026876,8,Baccharis pilularis,coyote brush
37.76093501,-122.51028515,10,Fragaria chiloensis,beach strawberry
37.76092934,-122.51029469,6,Camissoniopsis cheiranthifolia,beach suncup
37.8005387459,-122.4595811963,8,Juncus bufonius,Toad rush
37.8012383333,-122.4708633333,5,Rubus ursinus,trailing blackberry
37.7457595244,-122.3753601686,5,Frankenia salina,Alkali Heath
37.75971938,-122.45746992,13,Sambucus racemosa,red-berried elder
37.7431001919,-122.4117349723,4,Sisyrinchium bellum,western blue-eyed grass
37.74310487,-122.41178442,7,Sisyrinchium bellum,western blue-eyed grass
37.75786943,-122.45802157,7,Eschscholzia californica,California poppy
37.7655838151,-122.4800168631,10,Claytonia perfoliata,miner's lettuce
37.7545106504,-122.3836260663,10,Heteromeles arbutifolia,Toyon
37.7658047621,-122.4833977876,10,Eschscholzia californica,California poppy
37.790945,-122.480545,5,Lupinus chamissonis,Chamisso Bush Lupine
37.7646033001,-122.5043590834,10,Lonicera involucrata,twinberry honeysuckle
37.7393511404,-122.4410593697,30,Rubus ursinus,trailing blackberry
37.7933117375,-122.455304498,10,Lonicera involucrata,twinberry honeysuckle
37.7932527289,-122.455295697,10,Heteromeles arbutifolia,Toyon
37.7927755053,-122.4548025058,10,Eschscholzia californica,California poppy
37.7537459862,-122.3997150702,24,Diplacus aurantiacus,orange bush monkeyflower
37.7650533333,-122.4974833333,12,Aesculus californica,California buckeye
37.7813248616,-122.5120189694,5,Hesperocyparis macrocarpa,Monterey Cypress
37.796255,-122.474624,19,Amsinckia spectabilis spectabilis,seaside fiddleneck
37.7982593654,-122.4750280381,10,Oemleria cerasiformis,Osoberry
37.7906301152,-122.4847939612,10,Abronia latifolia,Yellow Sand Verbena
37.7915336425,-122.4765245431,10,Erigeron glaucus,seaside daisy
